Gene Name,SynH_Exp_BXHU,SynH_Stat1_CUOC,log2change,counts_change,binned,Threshold where |count difference| is,Threshold of 2^n where n is
ralR,2,28,3.807354922057604,26,Upregulated,100000,1
rcbA,3,15,2.321928094887362,12,Upregulated,100000,1
xisR,1,45,5.491853096329675,44,Upregulated,100000,1
intR,85,1006,3.5650236536678253,921,Upregulated,100000,1
ttcA,1511,1296,-0.2214379422802043,-215,Unchanged,100000,1
dbpA,1226,1940,0.6620976733837085,714,Unchanged,100000,1
zntB,1530,1780,0.2183455882737461,250,Unchanged,100000,1
dgcM,564,1238,1.134244246815471,674,Upregulated,100000,1
smrA,916,943,0.041910172578152605,27,Unchanged,100000,1
abgR,190,914,2.266194746727122,724,Upregulated,100000,1
abgA,55,1664,4.919080004616433,1609,Upregulated,100000,1
abgB,104,1982,4.252301529045396,1878,Upregulated,100000,1
abgT,116,1859,4.002330059791909,1743,Upregulated,100000,1
ogt,310,656,1.0814275993438462,346,Upregulated,100000,1
fnr,5164,3184,-0.6976486647635418,-1980,Unchanged,100000,1
uspE,9296,3253,-1.5148392463633968,-6043,Downregulated,100000,1
ynaJ,463,205,-1.1753882837547904,-258,Downregulated,100000,1
insH4,2431,3950,0.7003027599230988,1519,Unchanged,100000,1
ynaI,2268,1205,-0.9123874938249048,-1063,Unchanged,100000,1
mppA,1034,2278,1.1395315613931771,1244,Upregulated,100000,1
pgrR,531,962,0.8573250329658884,431,Unchanged,100000,1
ycjY,243,995,2.03374021182523,752,Upregulated,100000,1
mpaA,1099,1275,0.2143058607969892,176,Unchanged,100000,1
ycjG,965,1995,1.0477878989542653,1030,Upregulated,100000,1
tpx,5110,3004,-0.7664384783107119,-2106,Unchanged,100000,1
tyrR,3765,4109,0.1261374656083659,344,Unchanged,100000,1
ycjF,1053,2524,1.261206473956832,1471,Upregulated,100000,1
ycjX,1446,2784,0.9450916588976105,1338,Unchanged,100000,1
ycjW,963,1342,0.47877696835672423,379,Unchanged,100000,1
ompG,27,1412,5.708636871107712,1385,Upregulated,100000,1
ycjU,4,1343,8.391243589427443,1339,Upregulated,100000,1
ycjT,176,5304,4.9134334414752905,5128,Upregulated,100000,1
ycjS,120,2054,4.097329870709677,1934,Upregulated,100000,1
ycjR,60,973,4.019405399172593,913,Upregulated,100000,1
ycjQ,103,2082,4.337253826116199,1979,Upregulated,100000,1
ycjP,47,1764,5.230045993879883,1717,Upregulated,100000,1
ycjO,38,1420,5.223747700948459,1382,Upregulated,100000,1
ycjN,58,2498,5.4285767664803855,2440,Upregulated,100000,1
ycjM,92,2275,4.6280888739164086,2183,Upregulated,100000,1
pspE,2218,2399,0.11317379213172468,181,Unchanged,100000,1
pspD,430,785,0.868355994189529,355,Unchanged,100000,1
pspC,2288,2807,0.29494201173413503,519,Unchanged,100000,1
pspB,792,867,0.13053156314222542,75,Unchanged,100000,1
pspA,15001,18263,0.2838650941409044,3262,Unchanged,100000,1
pspF,596,2843,2.254029863215366,2247,Upregulated,100000,1
puuE,93,3444,5.210710616288813,3351,Upregulated,100000,1
puuB,76,2784,5.195015982405143,2708,Upregulated,100000,1
puuC,171,3570,4.383855844030564,3399,Upregulated,100000,1
puuR,311,849,1.448849973422436,538,Upregulated,100000,1
puuD,89,1508,4.082687282302267,1419,Upregulated,100000,1
puuA,149,2326,3.964466861011057,2177,Upregulated,100000,1
puuP,70,2208,4.979241439833203,2138,Upregulated,100000,1
ymjA,251,188,-0.41695470227313464,-63,Unchanged,100000,1
sapA,2278,3838,0.7525869644872685,1560,Unchanged,100000,1
sapB,839,1898,1.177737276581286,1059,Upregulated,100000,1
sapC,546,1818,1.7353793432742548,1272,Upregulated,100000,1
sapD,1390,2021,0.5399844387688656,631,Unchanged,100000,1
sapF,661,1193,0.8518718661875364,532,Unchanged,100000,1
ycjD,76,363,2.255898224552165,287,Upregulated,100000,1
fabI,17639,4454,-1.9855953099056673,-13185,Downregulated,100000,1
yciW,207,2074,3.3247132213139006,1867,Upregulated,100000,1
rnb,12315,5798,-1.0867893893249263,-6517,Downregulated,100000,1
pdeR,1106,2600,1.23316023768111,1494,Upregulated,100000,1
yciT,1665,1086,-0.6164980741542629,-579,Unchanged,100000,1
osmB,2245,259,-3.1156914419419555,-1986,Downregulated,100000,1
yciH,444,235,-0.9178989197851062,-209,Unchanged,100000,1
pyrF,3520,1514,-1.217210223538928,-2006,Downregulated,100000,1
lapB,2581,3383,0.3903730357000183,802,Unchanged,100000,1
lapA,1009,617,-0.7095837799569394,-392,Unchanged,100000,1
pgpB,770,1196,0.6352870386158413,426,Unchanged,100000,1
ribA,1494,1027,-0.5407439664710421,-467,Unchanged,100000,1
acnA,3775,7988,1.081357688344169,4213,Upregulated,100000,1
cysB,1645,1663,0.01570058466466533,18,Unchanged,100000,1
topA,17377,7770,-1.1611925301497397,-9607,Downregulated,100000,1
yciN,702,230,-1.6098371693601854,-472,Downregulated,100000,1
sohB,3009,2016,-0.5777884678334203,-993,Unchanged,100000,1
yciK,1581,1162,-0.44422729895384194,-419,Unchanged,100000,1
btuR,759,692,-0.13332784777874168,-67,Unchanged,100000,1
rluB,1853,1966,0.08540044031331483,113,Unchanged,100000,1
yciQ,402,2066,2.361572847686131,1664,Upregulated,100000,1
yciO,1248,972,-0.36058971525646744,-276,Unchanged,100000,1
yciV,1408,1390,-0.01856245102642752,-18,Unchanged,100000,1
trpL,1,1,0.0,0,Unchanged,100000,1
trpE,447,3005,2.74901825441523,2558,Upregulated,100000,1
trpD,486,2912,2.5829821365929155,2426,Upregulated,100000,1
trpC,695,2552,1.8765434461539996,1857,Upregulated,100000,1
trpB,1220,2652,1.1201996276623392,1432,Upregulated,100000,1
trpA,961,1512,0.6538498034473221,551,Unchanged,100000,1
yciG,49,48,-0.029747343394052068,-1,Unchanged,100000,1
yciF,394,377,-0.06363110618771194,-17,Unchanged,100000,1
yciE,421,242,-0.7988131857918015,-179,Unchanged,100000,1
ompW,148,832,2.4909863525121425,684,Upregulated,100000,1
yciC,1653,1078,-0.6167295465398084,-575,Unchanged,100000,1
yciB,1086,695,-0.6439392201934918,-391,Unchanged,100000,1
yciA,606,359,-0.7553339496498995,-247,Unchanged,100000,1
tonB,291,1147,1.9787743331075411,856,Upregulated,100000,1
yciI,2138,267,-3.001350206032937,-1871,Downregulated,100000,1
kch,1565,1134,-0.46474201687775174,-431,Unchanged,100000,1
clsA,2828,2905,0.038756043482492404,77,Unchanged,100000,1
yciU,565,324,-0.8022570544179252,-241,Unchanged,100000,1
oppF,19319,10416,-0.8912190649685247,-8903,Unchanged,100000,1
oppD,19341,11709,-0.724044520709988,-7632,Unchanged,100000,1
oppC,14520,9481,-0.614930314102267,-5039,Unchanged,100000,1
oppB,12135,8750,-0.47181918643144266,-3385,Unchanged,100000,1
oppA,137677,44347,-1.6343791492722417,-93330,Downregulated,100000,1
ychE,552,998,0.8543715485590915,446,Unchanged,100000,1
adhE,309420,108494,-1.5119511912780845,-200926,Downregulated,100000,1
tdk,659,403,-0.7094986264800844,-256,Unchanged,100000,1
hns,19492,1620,-3.5888164094203283,-17872,Downregulated,100000,1
galU,9254,2068,-2.161840913250361,-7186,Downregulated,100000,1
rssB,1397,1426,0.029641961034424947,29,Unchanged,100000,1
rssA,1569,1533,-0.03348765530932006,-36,Unchanged,100000,1
ychJ,1019,599,-0.7665261433770281,-420,Unchanged,100000,1
purU,5913,2151,-1.458882752341581,-3762,Downregulated,100000,1
tpr,1,3,1.584962500721156,2,Upregulated,100000,1
narI,4057,1259,-1.6881350194872562,-2798,Downregulated,100000,1
narJ,3377,1367,-1.3047289364014167,-2010,Downregulated,100000,1
narH,10284,3365,-1.6117231053359766,-6919,Downregulated,100000,1
narG,32374,9038,-1.840760167980422,-23336,Downregulated,100000,1
narK,2637,2262,-0.22129864187473972,-375,Unchanged,100000,1
narX,1510,2975,0.9783411188702269,1465,Unchanged,100000,1
narL,2927,1446,-1.0173551934576328,-1481,Downregulated,100000,1
ychO,668,2328,1.8011710504342318,1660,Upregulated,100000,1
ychN,1650,693,-1.2515387669959646,-957,Downregulated,100000,1
chaC,782,994,0.3460772442549339,212,Unchanged,100000,1
chaB,163,124,-0.39453184384420226,-39,Unchanged,100000,1
chaA,752,1871,1.3150049915631468,1119,Upregulated,100000,1
kdsA,5904,2643,-1.1595162964188261,-3261,Downregulated,100000,1
ychA,1692,1370,-0.3045536752720607,-322,Unchanged,100000,1
ychQ,97,337,1.796691938994731,240,Upregulated,100000,1
prmC,630,1378,1.1291521543170124,748,Upregulated,100000,1
prfA,1895,1827,-0.052721214430965446,-68,Unchanged,100000,1
hemA,3806,2947,-0.36902850115002167,-859,Unchanged,100000,1
lolB,2723,1389,-0.9711503830624035,-1334,Unchanged,100000,1
ispE,3312,1785,-0.8917785985828631,-1527,Unchanged,100000,1
prs,49915,6529,-2.9345394796826705,-43386,Downregulated,100000,1
dauA,3378,3270,-0.04687869241594091,-108,Unchanged,100000,1
ychH,1684,846,-0.9931625699464464,-838,Unchanged,100000,1
pth,1487,722,-1.0423339051652476,-765,Downregulated,100000,1
ychF,4157,2428,-0.7757743263686903,-1729,Unchanged,100000,1
ycgV,1025,3310,1.6912073073017717,2285,Upregulated,100000,1
dhaR,704,2359,1.7445280846021654,1655,Upregulated,100000,1
dhaK,9338,4852,-0.9445340381216788,-4486,Unchanged,100000,1
dhaL,4879,2234,-1.1269562974427123,-2645,Downregulated,100000,1
dhaM,10626,4924,-1.109695950988613,-5702,Downregulated,100000,1
treA,1261,2158,0.775126589159797,897,Unchanged,100000,1
ycgY,23,223,3.2773379438632917,200,Upregulated,100000,1
ymgE,116,156,0.4274212237346762,40,Unchanged,100000,1
ycgR,59,867,3.877245133859994,808,Upregulated,100000,1
emtA,1523,729,-1.0629252221603551,-794,Downregulated,100000,1
ldcA,1018,1445,0.505331931312346,427,Unchanged,100000,1
cvrA,1648,2647,0.6836419523121802,999,Unchanged,100000,1
dadX,727,1607,1.1443426597554995,880,Upregulated,100000,1
dadA,1547,2592,0.7445925214355891,1045,Unchanged,100000,1
ycgB,1043,1553,0.5743186718675356,510,Unchanged,100000,1
fadR,1069,995,-0.10349342228947936,-74,Unchanged,100000,1
nhaB,2823,2726,-0.05044356664448337,-97,Unchanged,100000,1
dsbB,1210,749,-0.6919694237032059,-461,Unchanged,100000,1
umuC,330,1658,2.328906077249935,1328,Upregulated,100000,1
umuD,259,292,0.1730162711934633,33,Unchanged,100000,1
hlyE,500,536,0.10030490579568548,36,Unchanged,100000,1
ycgN,568,458,-0.31054333140773804,-110,Unchanged,100000,1
ycgM,1868,841,-1.1513167494545176,-1027,Downregulated,100000,1
ycgL,1140,307,-1.8927232636819247,-833,Downregulated,100000,1
pliG,753,330,-1.1901838404261125,-423,Downregulated,100000,1
ycgJ,283,188,-0.5900693911542451,-95,Unchanged,100000,1
minC,5471,1875,-1.5449139601119741,-3596,Downregulated,100000,1
minD,10017,2326,-2.1065274973110535,-7691,Downregulated,100000,1
minE,1105,154,-2.8430441135838924,-951,Downregulated,100000,1
ymgG,2792,521,-2.421943663931144,-2271,Downregulated,100000,1
ymgD,4200,527,-2.9945144609162706,-3673,Downregulated,100000,1
pdeG,39,1012,4.697591355832062,973,Upregulated,100000,1
ymgC,1,16,4.0,15,Upregulated,100000,1
ariR,4,20,2.321928094887362,16,Upregulated,100000,1
ymgA,14,70,2.321928094887362,56,Upregulated,100000,1
ycgZ,12,93,2.9541963103868754,81,Upregulated,100000,1
bluF,89,724,3.0241124561168076,635,Upregulated,100000,1
bluR,790,774,-0.029519086920054966,-16,Unchanged,100000,1
ycgX,43,95,1.14359085362885,52,Upregulated,100000,1
iraM,20,12,-0.7369655941662062,-8,Unchanged,100000,1
mcrA,310,312,0.00927781358801065,2,Unchanged,100000,1
pinE,11,477,5.4384138373682145,466,Upregulated,100000,1
stfE,6,238,5.309855262586788,232,Upregulated,100000,1
tfaE,22,367,4.060204634205916,345,Upregulated,100000,1
tfaP,20,100,2.321928094887362,80,Upregulated,100000,1
ycfK,16,424,4.727920454563199,408,Upregulated,100000,1
ymfQ,13,575,5.466978427690646,562,Upregulated,100000,1
jayE,48,667,3.796580450463429,619,Upregulated,100000,1
beeE,27,319,3.562525111601401,292,Upregulated,100000,1
ymfR,2,55,4.78135971352466,53,Upregulated,100000,1
ymfM,33,267,3.0163018123291008,234,Upregulated,100000,1
ymfL,69,438,2.666262602823004,369,Upregulated,100000,1
ymfT,10,37,1.8875252707415875,27,Upregulated,100000,1
ymfK,716,489,-0.5501251223120228,-227,Unchanged,100000,1
ymfJ,44,184,2.0641303374197157,140,Upregulated,100000,1
ymfI,474,126,-1.9114633253983428,-348,Downregulated,100000,1
xisE,23,91,1.9842326841416833,68,Upregulated,100000,1
intE,215,887,2.0445974447116035,672,Upregulated,100000,1
lit,1333,669,-0.9945986644475123,-664,Unchanged,100000,1
ymfE,310,184,-0.7525624492172248,-126,Unchanged,100000,1
ymfD,123,188,0.6120743463383976,65,Unchanged,100000,1
icd,15230,10430,-0.5461767839675266,-4800,Unchanged,100000,1
rluE,640,966,0.5939512839484107,326,Unchanged,100000,1
nudJ,504,685,0.44268025434797265,181,Unchanged,100000,1
mnmA,4975,3828,-0.37810569583234804,-1147,Unchanged,100000,1
hflD,1842,1528,-0.2696285180555868,-314,Unchanged,100000,1
purB,11656,5235,-1.1548113402463418,-6421,Downregulated,100000,1
phoP,4041,1957,-1.0460685955566553,-2084,Downregulated,100000,1
phoQ,3668,3544,-0.049615035040036094,-124,Unchanged,100000,1
roxA,5382,3228,-0.737501812362637,-2154,Unchanged,100000,1
pepT,7856,2870,-1.452744192751643,-4986,Downregulated,100000,1
potA,1398,2112,0.5952454739830171,714,Unchanged,100000,1
potB,497,1040,1.0652657714661684,543,Upregulated,100000,1
potC,524,981,0.9046863246817884,457,Unchanged,100000,1
potD,3991,2167,-0.8810511254175981,-1824,Unchanged,100000,1
ymfA,25,331,3.726831217032493,306,Upregulated,100000,1
ycfZ,16,513,5.002815015607054,497,Upregulated,100000,1
cobB,2059,1628,-0.3388431303660072,-431,Unchanged,100000,1
nagK,1770,1892,0.09616272836903554,122,Unchanged,100000,1
lolE,1665,2640,0.6650157522871913,975,Unchanged,100000,1
lolD,730,1559,1.0946525589304053,829,Upregulated,100000,1
lolC,932,2228,1.2573473726857516,1296,Upregulated,100000,1
ycfT,92,1180,3.6810091881921907,1088,Upregulated,100000,1
mfd,9569,9917,0.0515355907211584,348,Unchanged,100000,1
ldtC,113,1452,3.683646775580563,1339,Upregulated,100000,1
bhsA,272,1060,1.962385708200222,788,Upregulated,100000,1
comR,320,957,1.5804470195986633,637,Upregulated,100000,1
ycfJ,2616,1481,-0.8207909002092348,-1135,Unchanged,100000,1
ndh,344,2117,2.621540799305491,1773,Upregulated,100000,1
ycfP,4143,1870,-1.147637550204208,-2273,Downregulated,100000,1
nagZ,2421,2115,-0.19494541599162438,-306,Unchanged,100000,1
thiK,1191,1306,0.13298148368231688,115,Unchanged,100000,1
lpoB,6500,1840,-1.8207339518588042,-4660,Downregulated,100000,1
ycfL,3788,660,-2.5208984012225693,-3128,Downregulated,100000,1
hinT,2215,717,-1.6272616747404758,-1498,Downregulated,100000,1
fhuE,179,3044,4.087936866239289,2865,Upregulated,100000,1
ptsG,40519,13391,-1.5973348683281345,-27128,Downregulated,100000,1
ycfH,1022,1136,0.15256763856706065,114,Unchanged,100000,1
holB,1198,2101,0.8104482538842603,903,Unchanged,100000,1
tmk,837,1353,0.6928623114261934,516,Unchanged,100000,1
mltG,863,1745,1.0157945719180597,882,Upregulated,100000,1
pabC,698,1272,0.865799729074703,574,Unchanged,100000,1
fabF,19103,5762,-1.7291576561718742,-13341,Downregulated,100000,1
acpP,10587,1385,-2.9343359545643297,-9202,Downregulated,100000,1
fabG,18276,3711,-2.3000704415109223,-14565,Downregulated,100000,1
fabD,11227,3515,-1.6753758780002472,-7712,Downregulated,100000,1
fabH,5416,3740,-0.5341894687999977,-1676,Unchanged,100000,1
plsX,4789,3040,-0.6556531119050533,-1749,Unchanged,100000,1
rpmF,1189,227,-2.3889845124547406,-962,Downregulated,100000,1
yceD,13505,3007,-2.1670968668223263,-10498,Downregulated,100000,1
yceF,1923,1187,-0.6960388276979906,-736,Unchanged,100000,1
rluC,2826,1957,-0.5301177097071355,-869,Unchanged,100000,1
yceQ,20,211,3.399171093819823,191,Upregulated,100000,1
rne,18565,14960,-0.31147513996710374,-3605,Unchanged,100000,1
flgL,901,1871,1.0542105474272454,970,Upregulated,100000,1
flgK,870,3114,1.8396816383429462,2244,Upregulated,100000,1
flgJ,445,1679,1.91572498908327,1234,Upregulated,100000,1
flgI,756,2196,1.538419914784126,1440,Upregulated,100000,1
flgH,689,1203,0.8040607544717852,514,Unchanged,100000,1
flgG,2137,1575,-0.4402350793851699,-562,Unchanged,100000,1
flgF,2175,1749,-0.31448511170180043,-426,Unchanged,100000,1
flgE,4559,2179,-1.065051212748858,-2380,Downregulated,100000,1
flgD,2647,1170,-1.1778496650246317,-1477,Downregulated,100000,1
flgC,1173,455,-1.36626456294245,-718,Downregulated,100000,1
flgB,1528,545,-1.4873164083714598,-983,Downregulated,100000,1
flgA,978,906,-0.11032341490599867,-72,Unchanged,100000,1
flgM,296,325,0.13484254228686715,29,Unchanged,100000,1
flgN,360,428,0.24961389007147222,68,Unchanged,100000,1
murJ,456,2851,2.644362309773211,2395,Upregulated,100000,1
yceM,1690,1981,0.2292056337199397,291,Unchanged,100000,1
yceH,1595,1226,-0.37959744496145026,-369,Unchanged,100000,1
rimJ,1083,1019,-0.08787919144251333,-64,Unchanged,100000,1
mdtH,180,1996,3.471042909007586,1816,Upregulated,100000,1
grxB,9658,3604,-1.422125452359117,-6054,Downregulated,100000,1
yceB,2884,1121,-1.3632848864353957,-1763,Downregulated,100000,1
pyrC,18327,1994,-3.2002333314032056,-16333,Downregulated,100000,1
dinI,1134,222,-2.3527890585921227,-912,Downregulated,100000,1
bssS,560,174,-1.6863395210962382,-386,Downregulated,100000,1
solA,2910,2255,-0.36789171965290285,-655,Unchanged,100000,1
yceO,4,5,0.32192809488736235,1,Unchanged,100000,1
yceJ,23,574,4.6413449706186745,551,Upregulated,100000,1
yceI,120,606,2.3362833878644325,486,Upregulated,100000,1
trhO,392,1377,1.812603000019756,985,Upregulated,100000,1
lpxL,1470,2069,0.49311749013628287,599,Unchanged,100000,1
mdtG,254,1616,2.6695267959796287,1362,Upregulated,100000,1
msyB,1443,353,-2.0313312112200177,-1090,Downregulated,100000,1
yceK,152,139,-0.12898644072007803,-13,Unchanged,100000,1
opgH,7957,6686,-0.25108124403954035,-1271,Unchanged,100000,1
opgG,10984,4937,-1.1536969804060038,-6047,Downregulated,100000,1
opgC,246,1016,2.046170181432926,770,Upregulated,100000,1
clsC,1044,2250,1.1078032895345151,1206,Upregulated,100000,1
ymdB,428,591,0.4655473337763855,163,Unchanged,100000,1
ymdA,66,241,1.868495216871508,175,Upregulated,100000,1
csgC,10,153,3.9354597478052895,143,Upregulated,100000,1
csgA,338,470,0.4756375102828154,132,Unchanged,100000,1
csgB,12,181,3.914883386362049,169,Upregulated,100000,1
csgD,125,394,1.6562675347942892,269,Upregulated,100000,1
csgE,18,157,3.1246957474493144,139,Upregulated,100000,1
csgF,16,249,3.960001932068081,233,Upregulated,100000,1
csgG,166,1174,2.8221772617631276,1008,Upregulated,100000,1
ycdZ,596,750,0.33157826492108156,154,Unchanged,100000,1
ycdY,1768,1062,-0.735334508587278,-706,Unchanged,100000,1
ycdX,3393,1942,-0.8050182292917843,-1451,Unchanged,100000,1
ghrA,3850,3169,-0.28083078608739237,-681,Unchanged,100000,1
ycdU,19,889,5.548112095386185,870,Upregulated,100000,1
ymdE,3,111,5.20945336562895,108,Upregulated,100000,1
insE4,99,112,0.17799830197799443,13,Unchanged,100000,1
insF4,24,606,4.658211482751795,582,Upregulated,100000,1
dgcT,939,1005,0.09799843841251649,66,Unchanged,100000,1
pgaA,2502,3834,0.6157685475023308,1332,Unchanged,100000,1
pgaB,1215,2453,1.0135909200644588,1238,Upregulated,100000,1
pgaC,838,1786,1.0917099314218714,948,Upregulated,100000,1
pgaD,207,334,0.690217334974727,127,Unchanged,100000,1
phoH,67,1740,4.6987824002783185,1673,Upregulated,100000,1
efeB,142,2756,4.278613053199609,2614,Upregulated,100000,1
efeO,80,2367,4.8869158958472525,2287,Upregulated,100000,1
putP,897,3399,1.9219304716224106,2502,Upregulated,100000,1
putA,510,10181,4.319238215713851,9671,Upregulated,100000,1
rutR,426,1339,1.6522306250984724,913,Upregulated,100000,1
rutA,14,2489,7.473995592923432,2475,Upregulated,100000,1
rutB,19,1458,6.261847490883352,1439,Upregulated,100000,1
rutC,8,493,5.945443836377912,485,Upregulated,100000,1
rutD,27,1888,6.1277555471983725,1861,Upregulated,100000,1
rutE,21,1117,5.733096047704555,1096,Upregulated,100000,1
rutF,18,865,5.586631321081775,847,Upregulated,100000,1
rutG,202,2970,3.8780357329363335,2768,Upregulated,100000,1
wrbA,8996,2543,-1.8227521990877107,-6453,Downregulated,100000,1
yccJ,2763,528,-2.3876257274540382,-2235,Downregulated,100000,1
agp,2559,3336,0.38253914140521716,777,Unchanged,100000,1
yccE,76,289,1.9269981690570934,213,Upregulated,100000,1
cbpA,11798,2480,-2.2501302885543626,-9318,Downregulated,100000,1
cbpM,2625,546,-2.265344566520995,-2079,Downregulated,100000,1
torD,6279,2503,-1.3268765212885334,-3776,Downregulated,100000,1
torA,54276,16650,-1.7047922245065805,-37626,Downregulated,100000,1
torC,17968,4504,-1.9961511003203716,-13464,Downregulated,100000,1
torR,540,1436,1.4110244367722204,896,Upregulated,100000,1
torT,516,2121,2.039301650107301,1605,Upregulated,100000,1
torS,859,6052,2.816681951078274,5193,Upregulated,100000,1
yccM,233,1706,2.87221578666401,1473,Upregulated,100000,1
ymcE,1,39,5.285402218862249,38,Upregulated,100000,1
cspG,21,106,2.335603031784439,85,Upregulated,100000,1
cspH,2,103,5.6865005271832185,101,Upregulated,100000,1
insB4,177,924,2.3841434913330604,747,Upregulated,100000,1
gfcA,51,291,2.5124500009367883,240,Upregulated,100000,1
gfcB,26,667,4.681103233043493,641,Upregulated,100000,1
gfcC,37,1072,4.856635824828823,1035,Upregulated,100000,1
gfcD,132,3691,4.805401902887155,3559,Upregulated,100000,1
gfcE,118,1885,3.9977057587941855,1767,Upregulated,100000,1
etp,62,444,2.840219555963231,382,Upregulated,100000,1
etk,886,4143,2.2252972164241887,3257,Upregulated,100000,1
appA,2363,2466,0.06155317042899224,103,Unchanged,100000,1
appB,3375,2654,-0.3467191314553622,-721,Unchanged,100000,1
appC,4239,3418,-0.31057156937895625,-821,Unchanged,100000,1
hyaF,2995,1647,-0.8627154479497933,-1348,Unchanged,100000,1
hyaE,1064,691,-0.622740535112931,-373,Unchanged,100000,1
hyaD,3274,1419,-1.2061797324136019,-1855,Downregulated,100000,1
hyaC,2700,1413,-0.934197941604254,-1287,Unchanged,100000,1
hyaB,5664,4366,-0.37550913509220635,-1298,Unchanged,100000,1
hyaA,4584,2836,-0.6927495115173888,-1748,Unchanged,100000,1
yccA,4779,2897,-0.7221490829760625,-1882,Unchanged,100000,1
tusE,572,379,-0.5938172986072977,-193,Unchanged,100000,1
yccX,84,235,1.4841995237862393,151,Upregulated,100000,1
rlmI,2482,2324,-0.09489304672582782,-158,Unchanged,100000,1
hspQ,1831,1012,-0.8554225011030269,-819,Unchanged,100000,1
yccU,1754,893,-0.9739166673235102,-861,Unchanged,100000,1
yccT,122,1112,3.1882037351606214,990,Upregulated,100000,1
mgsA,2306,1255,-0.8777051488136377,-1051,Unchanged,100000,1
helD,4108,5220,0.34561362513905175,1112,Unchanged,100000,1
yccF,698,628,-0.15246247731802526,-70,Unchanged,100000,1
yccS,1818,3991,1.1343980793171646,2173,Upregulated,100000,1
sxy,419,915,1.1268214994720533,496,Upregulated,100000,1
sulA,2741,985,-1.4765066984820365,-1756,Downregulated,100000,1
ompA,206754,45709,-2.1773650792051917,-161045,Downregulated,100000,1
matP,515,603,0.22758556982950404,88,Unchanged,100000,1
ycbZ,1931,3540,0.8744011960197096,1609,Unchanged,100000,1
fabA,2426,1815,-0.41861000223739725,-611,Unchanged,100000,1
rmf,19615,7006,-1.485294442162395,-12609,Downregulated,100000,1
pqiC,610,825,0.43558487668292956,215,Unchanged,100000,1
pqiB,1559,2700,0.7923384792404085,1141,Unchanged,100000,1
pqiA,542,1941,1.8404353613597921,1399,Upregulated,100000,1
uup,3146,4285,0.4457765335841755,1139,Unchanged,100000,1
rlmL,3709,4931,0.41084998499810926,1222,Unchanged,100000,1
ycbX,752,1959,1.3813128305899496,1207,Upregulated,100000,1
zapC,1360,927,-0.5529654075121709,-433,Unchanged,100000,1
pyrD,20107,1467,-3.7767570689213334,-18640,Downregulated,100000,1
ycbF,119,638,2.422594850456926,519,Upregulated,100000,1
ycbV,62,596,3.2649722100752863,534,Upregulated,100000,1
ycbU,35,429,3.615550820554579,394,Upregulated,100000,1
elfG,161,1108,2.782825287934571,947,Upregulated,100000,1
elfC,175,3411,4.2847679277810755,3236,Upregulated,100000,1
elfD,15,502,5.064652958342253,487,Upregulated,100000,1
elfA,176,372,1.0797271924707341,196,Upregulated,100000,1
ssuE,12,733,5.932706887412656,721,Upregulated,100000,1
ssuA,32,1397,5.448116305409463,1365,Upregulated,100000,1
ssuD,83,1896,4.513703817551335,1813,Upregulated,100000,1
ssuC,44,1243,4.820178962415188,1199,Upregulated,100000,1
ssuB,152,1146,2.9144638153133196,994,Upregulated,100000,1
pepN,6759,6278,-0.10650478537446889,-481,Unchanged,100000,1
pncB,13139,4036,-1.702857397782121,-9103,Downregulated,100000,1
asnS,17274,8045,-1.1024378686737821,-9229,Downregulated,100000,1
ompF,11716,2336,-2.3263679189993494,-9380,Downregulated,100000,1
aspC,14428,5594,-1.3669191693113787,-8834,Downregulated,100000,1
gloC,4344,1939,-1.1637112996975691,-2405,Downregulated,100000,1
mepK,4820,1575,-1.6136813178426828,-3245,Downregulated,100000,1
ldtD,2920,3868,0.4056194257094617,948,Unchanged,100000,1
mukB,11670,10981,-0.08779511969410014,-689,Unchanged,100000,1
mukE,1015,1166,0.200088061127958,151,Unchanged,100000,1
mukF,1656,2238,0.43450736347706875,582,Unchanged,100000,1
cmoM,1597,1617,0.017955366062429045,20,Unchanged,100000,1
elyC,359,876,1.2869470257781221,517,Upregulated,100000,1
ycbJ,1854,1882,0.021625384103005865,28,Unchanged,100000,1
kdsB,3176,1899,-0.7419710069934603,-1277,Unchanged,100000,1
ycaR,149,117,-0.34880380087875706,-32,Unchanged,100000,1
ycaQ,281,1606,2.5148298572963883,1325,Upregulated,100000,1
lpxK,596,1728,1.5357189817013068,1132,Upregulated,100000,1
msbA,2833,3545,0.32345502574878005,712,Unchanged,100000,1
ycaI,267,2883,3.4326591898073526,2616,Upregulated,100000,1
ihfB,4169,543,-2.9406772690040275,-3626,Downregulated,100000,1
rpsA,111197,26814,-2.0520595102282333,-84383,Downregulated,100000,1
cmk,2341,1341,-0.8038156972075388,-1000,Unchanged,100000,1
ycaL,158,728,2.2040138920215933,570,Upregulated,100000,1
aroA,7840,2877,-1.4462884332632837,-4963,Downregulated,100000,1
serC,40422,7489,-2.432295710382022,-32933,Downregulated,100000,1
ycaP,358,629,0.8131004296150328,271,Unchanged,100000,1
ycaO,1024,2488,1.2807707701306026,1464,Upregulated,100000,1
focA,3653,2876,-0.3450180779227205,-777,Unchanged,100000,1
pflA,2310,1267,-0.8664763271626105,-1043,Unchanged,100000,1
ycaK,94,385,2.0341257839046265,291,Upregulated,100000,1
ycaN,239,852,1.8338428122450898,613,Upregulated,100000,1
ycaM,49,1510,4.945622990097233,1461,Upregulated,100000,1
