Gene Name,SynH_Exp_BXHU,SynH_Stat1_CUOC,log2change,counts_change,binned,Threshold where |count difference| is,Threshold of 2^n where n is
sokX,1,1,0.0,0,Unchanged,100000,1
sokE,1,1,0.0,0,Unchanged,100000,1
fnrS,1,2,1.0,1,Unchanged,100000,1
mgrR,1,1,0.0,0,Unchanged,100000,1
yrdF,2,5,1.3219280948873624,3,Upregulated,100000,1
yneO,1069,5385,2.3326844917110794,4316,Upregulated,100000,1
aaaE,138,1397,3.339591848631294,1259,Upregulated,100000,1
oweE,13,123,3.2420747871981477,110,Upregulated,100000,1
sroH,2,16,3.0,14,Upregulated,100000,1
eyeA,1,1,0.0,0,Unchanged,100000,1
rzoQ,2,22,3.4594316186372973,20,Upregulated,100000,1
ykgS,29,83,1.5170584362193527,54,Upregulated,100000,1
shoB,1,1,0.0,0,Unchanged,100000,1
yshB,4,2,-1.0,-2,Downregulated,100000,1
yrbN,1,1,0.0,0,Unchanged,100000,1
yqfG,1,1,0.0,0,Unchanged,100000,1
yqeL,1,1,0.0,0,Unchanged,100000,1
yqcG,1,1,0.0,0,Unchanged,100000,1
ypdK,1,1,0.0,0,Unchanged,100000,1
yohP,1,1,0.0,0,Unchanged,100000,1
yoeI,1,1,0.0,0,Unchanged,100000,1
yobI,1,1,0.0,0,Unchanged,100000,1
yoaK,1,1,0.0,0,Unchanged,100000,1
yoaJ,1,1,0.0,0,Unchanged,100000,1
ynbG,1,1,0.0,0,Unchanged,100000,1
ymjD,1,1,0.0,0,Unchanged,100000,1
ymiB,1,1,0.0,0,Unchanged,100000,1
ykgR,1,1,0.0,0,Unchanged,100000,1
yjeV,1,1,0.0,0,Unchanged,100000,1
ilvX,1,1,0.0,0,Unchanged,100000,1
ibsB,1,1,0.0,0,Unchanged,100000,1
ibsA,1,1,0.0,0,Unchanged,100000,1
ibsE,1,1,0.0,0,Unchanged,100000,1
ibsC,1,1,0.0,0,Unchanged,100000,1
ibsD,1,1,0.0,0,Unchanged,100000,1
azuC,1,1,0.0,0,Unchanged,100000,1
sgrT,5,10,1.0,5,Unchanged,100000,1
yfcU,353,3690,3.385880727676578,3337,Upregulated,100000,1
yhiL,32,433,3.758223214726725,401,Upregulated,100000,1
yghX,317,1052,1.730579959152895,735,Upregulated,100000,1
yjhZ,2,70,5.129283016944966,68,Upregulated,100000,1
yjhY,311,271,-0.19862172877673107,-40,Unchanged,100000,1
ythA,1,1,0.0,0,Unchanged,100000,1
yjdQ,1,12,3.584962500721156,11,Upregulated,100000,1
yicT,1,8,3.0,7,Upregulated,100000,1
yibU,1,47,5.554588851677638,46,Upregulated,100000,1
yibW,3,83,4.7900769306257684,80,Upregulated,100000,1
yibS,3,105,5.129283016944966,102,Upregulated,100000,1
ysaD,1,79,6.303780748177103,78,Upregulated,100000,1
ysaC,1,1,0.0,0,Unchanged,100000,1
mokA,1,15,3.9068905956085187,14,Upregulated,100000,1
yrdE,18,203,3.495410915742864,185,Upregulated,100000,1
psaA,1,1,0.0,0,Unchanged,100000,1
ypjI,5,176,5.137503523749935,171,Upregulated,100000,1
pawZ,1,1,0.0,0,Unchanged,100000,1
yoeD,1,4,2.0,3,Upregulated,100000,1
yoeH,27,18,-0.5849625007211563,-9,Unchanged,100000,1
yoeG,160,321,1.0045013922349408,161,Upregulated,100000,1
yeeH,1,1,0.0,0,Unchanged,100000,1
ttcC,1,1,0.0,0,Unchanged,100000,1
uof,1,1,0.0,0,Unchanged,100000,1
ybfI,1,14,3.807354922057604,13,Upregulated,100000,1
aaaD,6,264,5.459431618637297,258,Upregulated,100000,1
xisD,77,169,1.1340928955872829,92,Upregulated,100000,1
ylbI,1,1,0.0,0,Unchanged,100000,1
ykgQ,1,1,0.0,0,Unchanged,100000,1
ykgP,1,1,0.0,0,Unchanged,100000,1
ykfK,2,92,5.523561956057013,90,Upregulated,100000,1
ykfL,8,186,4.539158811108031,178,Upregulated,100000,1
ykfN,1,1,0.0,0,Unchanged,100000,1
symR,1,1,0.0,0,Unchanged,100000,1
ryjB,1,1,0.0,0,Unchanged,100000,1
insO,334,3978,3.5741232683596915,3644,Upregulated,100000,1
ytcA,1,290,8.179909090014934,289,Upregulated,100000,1
yjbS,1,7,2.807354922057604,6,Upregulated,100000,1
yjbT,8,164,4.357552004618084,156,Upregulated,100000,1
tisB,1,1,0.0,0,Unchanged,100000,1
istR,1,21,4.392317422778761,20,Upregulated,100000,1
yibV,3,94,4.9696263509564815,91,Upregulated,100000,1
sokA,1,1,0.0,0,Unchanged,100000,1
dinQ,2,7,1.8073549220576042,5,Upregulated,100000,1
yrhD,1,2,1.0,1,Unchanged,100000,1
sibE,3,3,0.0,0,Unchanged,100000,1
ryfD,13,3,-2.115477217419936,-10,Downregulated,100000,1
ohsC,1,1,0.0,0,Unchanged,100000,1
ypfM,1,1,0.0,0,Unchanged,100000,1
yojO,1,13,3.700439718141092,12,Upregulated,100000,1
rseX,1,1,0.0,0,Unchanged,100000,1
cydH,1,1,0.0,0,Unchanged,100000,1
ydgU,1,1,0.0,0,Unchanged,100000,1
mgtS,1,1,0.0,0,Unchanged,100000,1
yncL,1,1,0.0,0,Unchanged,100000,1
rydC,1,1,0.0,0,Unchanged,100000,1
yciZ,212,57,-1.8950304403984575,-155,Downregulated,100000,1
yciY,161,39,-2.0455146592523685,-122,Downregulated,100000,1
ymgJ,6,8,0.41503749927884376,2,Unchanged,100000,1
ymgI,1,3,1.584962500721156,2,Upregulated,100000,1
appX,1,1,0.0,0,Unchanged,100000,1
ybfK,1,97,6.599912842187128,96,Upregulated,100000,1
ylcI,30,66,1.1375035237499351,36,Upregulated,100000,1
ylcH,1,3,1.584962500721156,2,Upregulated,100000,1
insN,1725,3383,0.9717068152410945,1658,Unchanged,100000,1
ykfM,6,7,0.22239242133644802,1,Unchanged,100000,1
chiX,1,1,0.0,0,Unchanged,100000,1
yoeA,384,2481,2.6917435191712746,2097,Upregulated,100000,1
ybeM,368,1091,1.5678734302665942,723,Upregulated,100000,1
yaiT,548,5158,3.234563974828687,4610,Upregulated,100000,1
yncK,14,232,4.050626073069968,218,Upregulated,100000,1
sgrS,52,86,0.7258250365610057,34,Unchanged,100000,1
insB7,37,824,4.477047161554268,787,Upregulated,100000,1
yjgX,499,1673,1.745325724701092,1174,Upregulated,100000,1
insZ,103,1383,3.7470849139672757,1280,Upregulated,100000,1
ylbE,82,3030,5.20755007374223,2948,Upregulated,100000,1
lomR,148,2885,4.284902237903895,2737,Upregulated,100000,1
yhcE,1924,8506,2.144372055855722,6582,Upregulated,100000,1
ytjA,336,72,-2.222392421336448,-264,Downregulated,100000,1
yjjZ,6,136,4.502500340529183,130,Upregulated,100000,1
topAI,23,98,2.0911478880581953,75,Upregulated,100000,1
sgcB,7,172,4.618909832644494,165,Upregulated,100000,1
insM,19,45,1.2439255828860891,26,Upregulated,100000,1
ghoT,2,6,1.584962500721156,4,Upregulated,100000,1
yifL,297,143,-1.0544477840223765,-154,Downregulated,100000,1
yidD,474,222,-1.0943273825481532,-252,Downregulated,100000,1
ysdC,69,1626,4.558587085296859,1557,Upregulated,100000,1
yicS,31,198,2.6751603096927346,167,Upregulated,100000,1
yibT,231,122,-0.9210117038531713,-109,Unchanged,100000,1
ysaB,34,230,2.7580272096940357,196,Upregulated,100000,1
yrhC,7,137,4.290677160902923,130,Upregulated,100000,1
yheV,29,32,0.14201900487242786,3,Unchanged,100000,1
arfA,59,39,-0.5972408304995929,-20,Unchanged,100000,1
ypjJ,1,78,6.285402218862249,77,Upregulated,100000,1
ypfN,80,151,0.9164766444377165,71,Unchanged,100000,1
ypeB,91,111,0.28662122615140984,20,Unchanged,100000,1
ypdJ,1,1,0.0,0,Unchanged,100000,1
arnE,34,305,3.1652025911999093,271,Upregulated,100000,1
ypaA,50,53,0.08406426478847455,3,Unchanged,100000,1
yohO,1,1,0.0,0,Unchanged,100000,1
yehK,1,94,6.554588851677638,93,Upregulated,100000,1
yoeB,153,170,0.15200309344505006,17,Unchanged,100000,1
yoeF,1,10,3.321928094887362,9,Upregulated,100000,1
yecJ,185,148,-0.3219280948873623,-37,Unchanged,100000,1
yobH,203,65,-1.6429681041567217,-138,Downregulated,100000,1
yniD,1,2,1.0,1,Unchanged,100000,1
ynfO,16,90,2.4918530963296748,74,Upregulated,100000,1
hicA,39,37,-0.07594885323329863,-2,Unchanged,100000,1
ydbJ,957,354,-1.4347695644030283,-603,Downregulated,100000,1
rzoR,4,5,0.32192809488736235,1,Unchanged,100000,1
ydaF,2,31,3.9541963103868754,29,Upregulated,100000,1
ydaE,3,9,1.584962500721156,6,Upregulated,100000,1
ymjC,2,3,0.5849625007211562,1,Unchanged,100000,1
ymjB,29,1743,5.909375858998113,1714,Upregulated,100000,1
yciX,30,29,-0.0489096004809464,-1,Unchanged,100000,1
ymiA,3,11,1.874469117916141,8,Upregulated,100000,1
ycgI,32,227,2.826548487290915,195,Upregulated,100000,1
ymgF,9,22,1.289506617194985,13,Upregulated,100000,1
icdC,3,27,3.169925001442312,24,Upregulated,100000,1
ymdF,130,61,-1.0916304754655681,-69,Downregulated,100000,1
gnsA,44,57,0.37345839552744436,13,Unchanged,100000,1
insA4,7,262,5.226068079479846,255,Upregulated,100000,1
cydX,8,4,-1.0,-4,Downregulated,100000,1
ybfQ,10,66,2.722466024471091,56,Upregulated,100000,1
kdpF,1,1,0.0,0,Unchanged,100000,1
ybdD,18,71,1.9798221180623699,53,Upregulated,100000,1
ybdZ,2,133,6.05528243550119,131,Upregulated,100000,1
rzoD,5,9,0.8479969065549501,4,Unchanged,100000,1
ylcG,1,6,2.584962500721156,5,Upregulated,100000,1
peaD,2,231,6.851749041416057,229,Upregulated,100000,1
ykgO,1,6,2.584962500721156,5,Upregulated,100000,1
insX,130,242,0.89649542424614,112,Unchanged,100000,1
ykfH,7,152,4.4405725913859815,145,Upregulated,100000,1
yafF,3,90,4.906890595608519,87,Upregulated,100000,1
yeiW,4,202,5.658211482751795,198,Upregulated,100000,1
torI,13,29,1.15754127698648,16,Upregulated,100000,1
yfaS,364,7694,4.401723474097919,7330,Upregulated,100000,1
yehH,240,5701,4.570108690524543,5461,Upregulated,100000,1
yeeL,51,389,2.931201003014696,338,Upregulated,100000,1
yedS,262,791,1.5941108829353414,529,Upregulated,100000,1
yedN,29,211,2.863118193579613,182,Upregulated,100000,1
arpB,68,987,3.8594434332060583,919,Upregulated,100000,1
gapC,14295,3808,-1.9084052362105168,-10487,Downregulated,100000,1
ydbA,5237,15549,1.5700092896565043,10312,Upregulated,100000,1
ycgH,586,1826,1.639714195561974,1240,Upregulated,100000,1
efeU,20,1857,6.536830005048058,1837,Upregulated,100000,1
ilvG,7954,14887,0.9043005867860018,6933,Unchanged,100000,1
yjdP,165,637,1.9488273480104847,472,Upregulated,100000,1
yjiV,1271,5318,2.0649197468527087,4047,Upregulated,100000,1
ytfR,175,2691,3.9427155638080884,2516,Upregulated,100000,1
cpxP,1372,2510,0.8714068826653221,1138,Unchanged,100000,1
tatD,906,1419,0.6472916340143162,513,Unchanged,100000,1
yigE,43,1044,4.601641241867787,1001,Upregulated,100000,1
wecF,834,1273,0.6101131304566944,439,Unchanged,100000,1
hdfR,1225,1064,-0.20328359838874335,-161,Unchanged,100000,1
dgoR,326,1708,2.389364105389413,1382,Upregulated,100000,1
dgoD,115,2334,4.343098794762973,2219,Upregulated,100000,1
dgoA,39,973,4.6408937759188635,934,Upregulated,100000,1
gntU,350,3078,3.1365664044958814,2728,Upregulated,100000,1
rtcA,332,2851,3.102212892591028,2519,Upregulated,100000,1
frlC,64,1370,4.419960177847889,1306,Upregulated,100000,1
smf,493,951,0.9478576944826519,458,Unchanged,100000,1
yhdP,3334,6050,0.8596810380629025,2716,Unchanged,100000,1
tdcG,127,1768,3.799217872619266,1641,Upregulated,100000,1
cyuA,278,2229,3.003239828536245,1951,Upregulated,100000,1
ygiQ,1439,3832,1.4130309689958824,2393,Upregulated,100000,1
glcE,78,2695,5.11066733877762,2617,Upregulated,100000,1
glcF,301,3146,3.3856832786559847,2845,Upregulated,100000,1
yghJ,7703,8990,0.2229006904246339,1287,Unchanged,100000,1
yggP,89,1558,4.129746087095271,1469,Upregulated,100000,1
ghxQ,238,1659,2.8012804076479196,1421,Upregulated,100000,1
ygcU,68,1934,4.829909238226501,1866,Upregulated,100000,1
ygaQ,17,946,5.798233532089056,929,Upregulated,100000,1
yfjD,652,1551,1.2502548168050134,899,Upregulated,100000,1
araH,277,1225,2.1448238678407443,948,Upregulated,100000,1
ryjA,1,16,4.0,15,Upregulated,100000,1
oxyS,1,1,0.0,0,Unchanged,100000,1
csrC,64712,3906,-4.0502694117477835,-60806,Downregulated,100000,1
glmZ,2821,925,-1.608681395181897,-1896,Downregulated,100000,1
hokA,1,3,1.584962500721156,2,Upregulated,100000,1
rdlD,1,1,0.0,0,Unchanged,100000,1
ldrD,1,1,0.0,0,Unchanged,100000,1
gadY,1,1,0.0,0,Unchanged,100000,1
ryhB,1,1,0.0,0,Unchanged,100000,1
arcZ,1,1,0.0,0,Unchanged,100000,1
sraG,1,19,4.247927513443585,18,Upregulated,100000,1
sibD,3,12,2.0,9,Upregulated,100000,1
sibC,1,7,2.807354922057604,6,Upregulated,100000,1
omrB,1,1,0.0,0,Unchanged,100000,1
omrA,1,1,0.0,0,Unchanged,100000,1
gcvB,1042,50,-4.381283372503783,-992,Downregulated,100000,1
micA,1,1,0.0,0,Unchanged,100000,1
glmY,101,54,-0.9033239805883261,-47,Unchanged,100000,1
ryfA,185,389,1.0722448844698798,204,Upregulated,100000,1
micF,1,1,0.0,0,Unchanged,100000,1
cyaR,1,1,0.0,0,Unchanged,100000,1
sibB,1,6,2.584962500721156,5,Upregulated,100000,1
sibA,2,10,2.321928094887362,8,Upregulated,100000,1
isrC,35,18,-0.9593580155026542,-17,Unchanged,100000,1
sdsR,1,1,0.0,0,Unchanged,100000,1
ryeA,331,240,-0.46379681119869925,-91,Unchanged,100000,1
rprA,1,1,0.0,0,Unchanged,100000,1
rydB,1,1,0.0,0,Unchanged,100000,1
sokB,1,1,0.0,0,Unchanged,100000,1
hokB,6,11,0.874469117916141,5,Unchanged,100000,1
micC,1,1,0.0,0,Unchanged,100000,1
mcaS,1,13,3.700439718141092,12,Upregulated,100000,1
rttR,15,132,3.137503523749935,117,Upregulated,100000,1
rdlC,1,1,0.0,0,Unchanged,100000,1
ldrC,1,1,0.0,0,Unchanged,100000,1
rdlB,1,1,0.0,0,Unchanged,100000,1
ldrB,1,3,1.584962500721156,2,Upregulated,100000,1
rdlA,1,1,0.0,0,Unchanged,100000,1
ldrA,2,1,-1.0,-1,Downregulated,100000,1
sraB,2,14,2.807354922057604,12,Upregulated,100000,1
rybB,1,1,0.0,0,Unchanged,100000,1
rybA,1,1,0.0,0,Unchanged,100000,1
hokE,3,18,2.584962500721156,15,Upregulated,100000,1
tff,75,8,-3.228818690495881,-67,Downregulated,100000,1
sokC,1,1,0.0,0,Unchanged,100000,1
hokC,1,10,3.321928094887362,9,Upregulated,100000,1
ecnB,30,24,-0.3219280948873623,-6,Unchanged,100000,1
ecnA,2,3,0.5849625007211562,1,Unchanged,100000,1
blr,16,3,-2.415037499278844,-13,Downregulated,100000,1
csrB,623178,260368,-1.2590921550619776,-362810,Downregulated,100000,1
thiS,6,71,3.564784618783526,65,Upregulated,100000,1
yaeP,974,316,-1.6239972139052394,-658,Downregulated,100000,1
yjtD,303,1091,1.8482614028506563,788,Upregulated,100000,1
yjjY,1,12,3.584962500721156,11,Upregulated,100000,1
arcA,18961,3232,-2.55253595053786,-15729,Downregulated,100000,1
creD,132,2359,4.159565583881009,2227,Upregulated,100000,1
creC,331,3081,3.2184955602321335,2750,Upregulated,100000,1
creB,419,1320,1.6555157805464642,901,Upregulated,100000,1
creA,590,815,0.4660851048692364,225,Unchanged,100000,1
rob,3855,2200,-0.8092273363903748,-1655,Unchanged,100000,1
ytjC,1339,1457,0.12184491674020201,118,Unchanged,100000,1
yjjX,410,1130,1.4626269577971038,720,Upregulated,100000,1
trpR,367,545,0.5704761668210759,178,Unchanged,100000,1
slt,3688,5047,0.4525874308690885,1359,Unchanged,100000,1
ettA,10993,4743,-1.2127133793175484,-6250,Downregulated,100000,1
nadR,1902,2532,0.4127601585677778,630,Unchanged,100000,1
radA,2676,3891,0.5400628643313947,1215,Unchanged,100000,1
serB,1260,2385,0.920565532505595,1125,Unchanged,100000,1
ytjB,442,1204,1.4457171173682706,762,Upregulated,100000,1
lplA,857,2361,1.4620309321161429,1504,Upregulated,100000,1
yjjJ,688,2642,1.9411499965447296,1954,Upregulated,100000,1
deoD,7557,3615,-1.0638179756169173,-3942,Downregulated,100000,1
deoB,10766,7437,-0.5336896532115522,-3329,Unchanged,100000,1
deoA,4885,6684,0.4523531712054403,1799,Unchanged,100000,1
deoC,2561,3892,0.6038044571836431,1331,Unchanged,100000,1
yjjI,5004,5258,0.0714323524522261,254,Unchanged,100000,1
yjjW,1294,2319,0.841665202653496,1025,Unchanged,100000,1
yjjV,529,1681,1.6679800971221417,1152,Upregulated,100000,1
yjjU,1517,2120,0.48284317920352815,603,Unchanged,100000,1
osmY,3816,1635,-1.2227705356200667,-2181,Downregulated,100000,1
prfC,3488,3339,-0.06298394671381069,-149,Unchanged,100000,1
yjjG,1035,1347,0.3801190830756155,312,Unchanged,100000,1
rimI,804,829,0.04417660031682193,25,Unchanged,100000,1
holD,946,872,-0.11751204856246883,-74,Unchanged,100000,1
rsmC,1525,2059,0.4331345872946432,534,Unchanged,100000,1
fhuF,67,1197,4.15911824648573,1130,Upregulated,100000,1
bglJ,25,477,4.2539892662307865,452,Upregulated,100000,1
yjjQ,17,629,5.20945336562895,612,Upregulated,100000,1
yjjP,456,1375,1.5923258891346426,919,Upregulated,100000,1
yjjB,206,646,1.6488898275107065,440,Upregulated,100000,1
dnaT,209,718,1.7804809017421686,509,Upregulated,100000,1
dnaC,465,1575,1.7600492072792475,1110,Upregulated,100000,1
yjjA,498,897,0.8489622428511803,399,Unchanged,100000,1
opgB,2212,5627,1.3470145778228502,3415,Upregulated,100000,1
lgoD,25,2008,6.327687364176048,1983,Upregulated,100000,1
lgoR,244,1756,2.847339791972472,1512,Upregulated,100000,1
lgoT,158,3325,4.395357877098811,3167,Upregulated,100000,1
tsr,315,4676,3.8918511961443776,4361,Upregulated,100000,1
btsT,618,7336,3.5693148956906797,6718,Upregulated,100000,1
yjiX,29,104,1.84245872301352,75,Upregulated,100000,1
yjiA,1004,2341,1.2213656651612408,1337,Upregulated,100000,1
mrr,878,1767,1.0090091950162585,889,Upregulated,100000,1
hsdR,5342,8841,0.7268295852100465,3499,Unchanged,100000,1
hsdM,1239,2944,1.2486014839164112,1705,Upregulated,100000,1
hsdS,698,1184,0.7623701394192975,486,Unchanged,100000,1
symE,93,322,1.7917580670065856,229,Upregulated,100000,1
mcrB,870,1119,0.36312273024030334,249,Unchanged,100000,1
mcrC,279,477,0.773724144176324,198,Unchanged,100000,1
yjiT,3658,2524,-0.5353431647661675,-1134,Unchanged,100000,1
yjiS,2,38,4.247927513443585,36,Upregulated,100000,1
yjiR,298,2529,3.0851828012010767,2231,Upregulated,100000,1
mdtM,575,2213,1.944369589969274,1638,Upregulated,100000,1
yjiN,588,2484,2.078777113384117,1896,Upregulated,100000,1
yjiM,4315,3389,-0.34850092258232307,-926,Unchanged,100000,1
yjiL,1152,1680,0.5443205162238102,528,Unchanged,100000,1
yjiK,240,1022,2.090288885329103,782,Upregulated,100000,1
yjiJ,100,2147,4.424250286084049,2047,Upregulated,100000,1
kptA,173,822,2.2483663560449583,649,Upregulated,100000,1
yjiH,20255,4357,-2.2168710666586313,-15898,Downregulated,100000,1
yjiG,11863,2271,-2.3850692838713368,-9592,Downregulated,100000,1
iadA,53248,9915,-2.425042661024882,-43333,Downregulated,100000,1
hypT,7998,3191,-1.3256306725308171,-4807,Downregulated,100000,1
iraD,753,575,-0.3890879088401906,-178,Unchanged,100000,1
yjiC,34,450,3.7263183499666974,416,Upregulated,100000,1
uxuR,769,1481,0.9455161373270212,712,Unchanged,100000,1
uxuB,221,3413,3.9489221397074337,3192,Upregulated,100000,1
uxuA,200,2027,3.341274183692174,1827,Upregulated,100000,1
gntP,123,2064,4.068712750084014,1941,Upregulated,100000,1
fimH,225,1241,2.4635062089133197,1016,Upregulated,100000,1
fimG,119,676,2.5060616729742407,557,Upregulated,100000,1
fimF,73,604,3.0485801804450614,531,Upregulated,100000,1
fimD,455,3930,3.1105908620599103,3475,Upregulated,100000,1
fimC,251,746,1.5714882663044658,495,Upregulated,100000,1
fimI,604,797,0.4000311746653929,193,Unchanged,100000,1
fimA,5131,1171,-2.131498949690201,-3960,Downregulated,100000,1
fimE,36,611,4.085103568376417,575,Upregulated,100000,1
fimB,453,521,0.20177232223227326,68,Unchanged,100000,1
nanC,13,540,5.376375878909739,527,Upregulated,100000,1
nanM,473,1073,1.1817379874171268,600,Upregulated,100000,1
nanS,134,1239,3.2088712816828293,1105,Upregulated,100000,1
yjhR,61,1303,4.416884031005248,1242,Upregulated,100000,1
yjhQ,164,818,2.3184050283236655,654,Upregulated,100000,1
yjhP,281,1574,2.4857935052865603,1293,Upregulated,100000,1
sgcX,106,1900,4.163863248655111,1794,Upregulated,100000,1
sgcC,109,2384,4.450984195685235,2275,Upregulated,100000,1
sgcQ,91,1421,3.964896199044084,1330,Upregulated,100000,1
sgcA,87,645,2.890211854461888,558,Upregulated,100000,1
sgcE,126,1200,3.2515387669959646,1074,Upregulated,100000,1
sgcR,141,1365,3.275133883408421,1224,Upregulated,100000,1
yjhI,52,650,3.643856189774725,598,Upregulated,100000,1
yjhH,117,1553,3.7304773948038967,1436,Upregulated,100000,1
yjhG,585,4332,2.8885247131375604,3747,Upregulated,100000,1
yjhF,68,2459,5.176393178345743,2391,Upregulated,100000,1
yjhU,1749,2834,0.6963094689963659,1085,Unchanged,100000,1
insA7,35,295,3.0752881273042374,260,Upregulated,100000,1
fecI,59,1258,4.414273157517448,1199,Upregulated,100000,1
fecR,50,2024,5.339137384919585,1974,Upregulated,100000,1
fecA,161,6076,5.2379892763874665,5915,Upregulated,100000,1
fecB,171,2314,3.758320634221592,2143,Upregulated,100000,1
fecC,87,2035,4.547869583304881,1948,Upregulated,100000,1
fecD,71,1658,4.545481171991068,1587,Upregulated,100000,1
fecE,143,1471,3.3627101944764406,1328,Upregulated,100000,1
yjhV,7,388,5.792557920129523,381,Upregulated,100000,1
insI3,26,13,-1.0,-13,Downregulated,100000,1
yjhE,4,173,5.434628227636725,169,Upregulated,100000,1
yjhD,16,125,2.965784284662087,109,Upregulated,100000,1
nanY,303,814,1.425711000793296,511,Upregulated,100000,1
nanX,73,541,2.889660224946798,468,Upregulated,100000,1
insG,539,2030,1.9131225493200332,1491,Upregulated,100000,1
yjgZ,2,370,7.531381460516312,368,Upregulated,100000,1
insD6,314,333,0.08475761817963527,19,Unchanged,100000,1
insC6,297,262,-0.18089611926331556,-35,Unchanged,100000,1
intB,473,1343,1.5055472160880472,870,Upregulated,100000,1
ahr,1429,1372,-0.0587254349230041,-57,Unchanged,100000,1
idnK,61,375,2.620009447820357,314,Upregulated,100000,1
idnD,92,1218,3.7267364618493195,1126,Upregulated,100000,1
idnO,86,678,2.978876708434246,592,Upregulated,100000,1
idnT,135,1472,3.4467463590061818,1337,Upregulated,100000,1
idnR,316,1169,1.8872784663545534,853,Upregulated,100000,1
yjgR,999,2404,1.2668803129187671,1405,Upregulated,100000,1
lptG,1926,2552,0.4060206259214101,626,Unchanged,100000,1
lptF,1531,2441,0.6729980122813661,910,Unchanged,100000,1
pepA,14790,6269,-1.238314817550709,-8521,Downregulated,100000,1
holC,1329,781,-0.7669466511341951,-548,Unchanged,100000,1
valS,23802,10327,-1.204661592068277,-13475,Downregulated,100000,1
yjgN,38,420,3.466318004222537,382,Upregulated,100000,1
yjgM,397,541,0.4464895866838575,144,Unchanged,100000,1
rraB,3370,1086,-1.6337244882648594,-2284,Downregulated,100000,1
argI,736,3290,2.160309912565591,2554,Upregulated,100000,1
yjgL,292,252,-0.21254463538010074,-40,Unchanged,100000,1
tabA,1081,416,-1.377711089593558,-665,Downregulated,100000,1
bdcR,178,385,1.112981204615866,207,Upregulated,100000,1
bdcA,106,792,2.9014361655164103,686,Upregulated,100000,1
yjgH,120,294,1.292781749227846,174,Upregulated,100000,1
pyrL,186,20,-3.217230716220669,-166,Downregulated,100000,1
pyrB,140918,1708,-6.366404119239856,-139210,Downregulated,100000,1
pyrI,71072,608,-6.869066164103395,-70464,Downregulated,100000,1
ridA,34381,897,-5.26035971204243,-33484,Downregulated,100000,1
mgtA,1319,4158,1.6564451936068254,2839,Upregulated,100000,1
treR,678,1218,0.8451569547699884,540,Unchanged,100000,1
treB,191,2014,3.398419139971036,1823,Upregulated,100000,1
treC,173,2259,3.7068403277563595,2086,Upregulated,100000,1
nrdD,2249,4026,0.8400635111435228,1777,Unchanged,100000,1
nrdG,148,440,1.5719063478957098,292,Upregulated,100000,1
cybC,227,432,0.9283390148725535,205,Unchanged,100000,1
tldE,3937,2957,-0.41296246903871686,-980,Unchanged,100000,1
yjgA,957,820,-0.22289501498057954,-137,Unchanged,100000,1
mpl,4487,3051,-0.5564690040976888,-1436,Unchanged,100000,1
fbp,5724,2020,-1.5026683790875106,-3704,Downregulated,100000,1
yjfF,105,1226,3.5454977460246586,1121,Upregulated,100000,1
ytfT,94,1494,3.9903755811115995,1400,Upregulated,100000,1
ytfQ,214,1326,2.631398073711441,1112,Upregulated,100000,1
ppa,8657,1608,-2.4285997529658547,-7049,Downregulated,100000,1
chpB,91,412,2.178705886984522,321,Upregulated,100000,1
chpS,81,184,1.183711953172388,103,Upregulated,100000,1
ytfP,1536,413,-1.894964529301711,-1123,Downregulated,100000,1
tamB,4177,7508,0.8459615066680816,3331,Unchanged,100000,1
tamA,2349,3583,0.6091213301985393,1234,Unchanged,100000,1
msrA,1422,1071,-0.4089629848691594,-351,Unchanged,100000,1
ytfL,468,2004,2.0983020736118037,1536,Upregulated,100000,1
ytfK,137,44,-1.6386004643232295,-93,Downregulated,100000,1
ytfJ,73,630,3.1093834595072614,557,Upregulated,100000,1
ytfI,28,283,3.337303320774278,255,Upregulated,100000,1
cysQ,975,1065,0.12737930647622742,90,Unchanged,100000,1
cpdB,1721,2884,0.7448240672006189,1163,Unchanged,100000,1
ytfH,43,368,3.0972972013549147,325,Upregulated,100000,1
qorB,346,1323,1.934969118641952,977,Upregulated,100000,1
ytfF,77,1433,4.2180363535672445,1356,Upregulated,100000,1
ytfE,87,834,3.2609600775959353,747,Upregulated,100000,1
cycA,2479,2784,0.16740093976200615,305,Unchanged,100000,1
fklB,5501,1399,-1.9752979404805746,-4102,Downregulated,100000,1
ytfB,1143,1018,-0.16708784213878292,-125,Unchanged,100000,1
ytfA,5,159,4.990954860396993,154,Upregulated,100000,1
yjfZ,28,551,4.298553586513553,523,Upregulated,100000,1
rplI,15234,2078,-2.87402724146445,-13156,Downregulated,100000,1
rpsR,2683,578,-2.2147056567598424,-2105,Downregulated,100000,1
priB,5540,925,-2.582360705532876,-4615,Downregulated,100000,1
rpsF,13785,2732,-2.3350698786074626,-11053,Downregulated,100000,1
yjfY,23,146,2.666262602823004,123,Upregulated,100000,1
ulaF,109,1035,3.247230727609761,926,Upregulated,100000,1
ulaE,192,1468,2.9346737521220567,1276,Upregulated,100000,1
ulaD,166,1103,2.732177644244458,937,Upregulated,100000,1
ulaC,45,499,3.471042909007586,454,Upregulated,100000,1
ulaB,14,287,4.357552004618084,273,Upregulated,100000,1
ulaA,43,2279,5.727920454563199,2236,Upregulated,100000,1
ulaG,75,1749,4.543495883425772,1674,Upregulated,100000,1
