Gene Name,SynH_Exp_BXHU,SynH_Stat1_CUOC,log2change,counts_change,binned,Threshold where |count difference| is,Threshold of 2^n where n is
rhtC,1200,1291,0.1054545948113099,91,Unchanged,100,5
recQ,2236,4352,0.9607583684071493,2116,Upregulated,100,5
pldA,1157,1401,0.2760680913233281,244,Upregulated,100,5
yigI,35,564,4.010268335453827,529,Upregulated,100,5
rarD,35,1308,5.223863808553117,1273,Upregulated,100,5
yigG,19,41,1.1096244911744981,22,Unchanged,100,5
yigF,51,39,-0.38702312310924736,-12,Unchanged,100,5
corA,1730,1625,-0.09033231972090777,-105,Downregulated,100,5
uvrD,4390,4846,0.1425734650286259,456,Upregulated,100,5
yigB,1270,1401,0.14162845877128982,131,Upregulated,100,5
xerC,1449,1497,0.04701662650148736,48,Unchanged,100,5
yigA,1139,1302,0.19296170145752364,163,Upregulated,100,5
dapF,2502,1799,-0.4758866029143375,-703,Downregulated,100,5
cyaY,526,360,-0.5470658929626278,-166,Downregulated,100,5
cyaA,19913,8497,-1.228685117159587,-11416,Downregulated,100,5
hemC,4656,3040,-0.6150197345773359,-1616,Downregulated,100,5
hemD,2000,1464,-0.4500844463780446,-536,Downregulated,100,5
hemX,3758,2514,-0.5799804169995477,-1244,Downregulated,100,5
hemY,3585,2489,-0.5264068886082314,-1096,Downregulated,100,5
aslA,190,1831,3.268560467466389,1641,Upregulated,100,5
aslB,67,1339,4.320851054866538,1272,Upregulated,100,5
yifK,1189,1944,0.7092795038601252,755,Upregulated,100,5
rffM,364,754,1.0506260730699681,390,Upregulated,100,5
wzyE,423,1677,1.9871531204443966,1254,Upregulated,100,5
wzxE,861,1705,0.9856865965146908,844,Upregulated,100,5
wecE,1198,1202,0.004808987922399752,4,Unchanged,100,5
rffC,535,801,0.5822633511202008,266,Upregulated,100,5
rffH,1371,1245,-0.1390828288237825,-126,Downregulated,100,5
rffG,1148,1197,0.06030051026781422,49,Unchanged,100,5
wecC,1649,1850,0.1659338719662074,201,Upregulated,100,5
wecB,1558,1501,-0.05377125644098082,-57,Unchanged,100,5
wzzE,1756,1541,-0.1884259830205729,-215,Downregulated,100,5
rfe,2529,1782,-0.5050697001413166,-747,Downregulated,100,5
rho,16327,6259,-1.3832556462639225,-10068,Downregulated,100,5
trxA,4974,1611,-1.6264500135103377,-3363,Downregulated,100,5
rhlB,9617,4307,-1.1589035953510602,-5310,Downregulated,100,5
gpp,4838,3572,-0.437678688858702,-1266,Downregulated,100,5
rep,2378,3712,0.6424479953819163,1334,Upregulated,100,5
yifN,148,317,1.0988856645104577,169,Upregulated,100,5
ppiC,458,285,-0.68438567904484,-173,Downregulated,100,5
ilvC,6527,7258,0.15315201751530103,731,Upregulated,100,5
ilvY,298,1789,2.5857691515897465,1491,Upregulated,100,5
ilvA,2139,6251,1.5471505200137825,4112,Upregulated,100,5
ilvD,2843,7254,1.3513626462927524,4411,Upregulated,100,5
ilvE,2849,3534,0.31084641822776565,685,Upregulated,100,5
ilvM,57,152,1.4150374992788437,95,Unchanged,100,5
ilvL,5,1,-2.321928094887362,-4,Unchanged,100,5
yifB,119,1868,3.9724609764017185,1749,Upregulated,100,5
maoP,2495,247,-3.336456868639945,-2248,Downregulated,100,5
yieP,1498,800,-0.9049657186840264,-698,Downregulated,100,5
hsrA,532,1203,1.177138491674887,671,Upregulated,100,5
rbsR,261,826,1.6620919748495608,565,Upregulated,100,5
rbsK,955,894,-0.09522590173979334,-61,Unchanged,100,5
rbsB,965,1040,0.10798268087301181,75,Unchanged,100,5
rbsC,372,847,1.1870593482241671,475,Upregulated,100,5
rbsA,354,1341,1.9214879718214766,987,Upregulated,100,5
rbsD,178,276,0.6327910258117713,98,Unchanged,100,5
kup,1100,2089,0.9253089686550864,989,Upregulated,100,5
ravA,3473,2132,-0.7039749726229158,-1341,Downregulated,100,5
viaA,1679,1845,0.13601858601072842,166,Upregulated,100,5
asnA,9999,1668,-2.583664529386741,-8331,Downregulated,100,5
asnC,246,265,0.10733404411132155,19,Unchanged,100,5
mioC,1426,709,-1.008116449204372,-717,Downregulated,100,5
mnmG,5984,3809,-0.6516978873242968,-2175,Downregulated,100,5
rsmG,492,515,0.0659141167313407,23,Unchanged,100,5
atpI,2245,1032,-1.121272474205255,-1213,Downregulated,100,5
atpB,9110,2765,-1.7201715735673437,-6345,Downregulated,100,5
atpE,5496,1686,-1.7047774678760177,-3810,Downregulated,100,5
atpF,13857,5874,-1.2381997812453418,-7983,Downregulated,100,5
atpH,7853,2508,-1.6467065489612145,-5345,Downregulated,100,5
atpA,51387,15621,-1.7179166167467441,-35766,Downregulated,100,5
atpG,16560,4776,-1.7938279311218825,-11784,Downregulated,100,5
atpD,33969,10488,-1.6954791572393584,-23481,Downregulated,100,5
atpC,6559,1406,-2.2218792806442558,-5153,Downregulated,100,5
glmU,7570,2271,-1.7369655941662063,-5299,Downregulated,100,5
glmS,12007,3506,-1.7759778313677734,-8501,Downregulated,100,5
pstS,1038,2492,1.2634976246661211,1454,Upregulated,100,5
pstC,536,1468,1.4535470623854403,932,Upregulated,100,5
pstA,473,1526,1.6898428734951354,1053,Upregulated,100,5
pstB,650,1187,0.8688083117260899,537,Upregulated,100,5
phoU,715,840,0.23244608600037084,125,Upregulated,100,5
bglG,5,424,6.405992359675837,419,Upregulated,100,5
bglF,59,1846,4.967543788283933,1787,Upregulated,100,5
bglB,45,1355,4.9122240399115595,1310,Upregulated,100,5
bglH,41,1037,4.660648174195142,996,Upregulated,100,5
yieL,57,1066,4.225101708594434,1009,Upregulated,100,5
yieK,52,704,3.758991900496205,652,Upregulated,100,5
cbrC,123,406,1.7228214118459364,283,Upregulated,100,5
cbrB,41,199,2.279072615925565,158,Upregulated,100,5
yieH,349,562,0.6873430940112738,213,Upregulated,100,5
adeP,3864,2057,-0.9095533003108393,-1807,Downregulated,100,5
yieF,2244,796,-1.495232340065144,-1448,Downregulated,100,5
yieE,1616,1097,-0.5588636723486019,-519,Downregulated,100,5
yidZ,274,1110,2.0183118782769416,836,Upregulated,100,5
mdtL,89,1617,4.183370532507264,1528,Upregulated,100,5
tnaB,83,1333,4.005421633742048,1250,Upregulated,100,5
tnaA,470,1770,1.9130166984053603,1300,Upregulated,100,5
tnaC,1,1,0.0,0,Unchanged,100,5
mnmE,1854,3190,0.7829151800267009,1336,Upregulated,100,5
yidC,10512,5470,-0.9424244426424108,-5042,Downregulated,100,5
rnpA,2093,1162,-0.8489622428511804,-931,Downregulated,100,5
rpmH,189,26,-2.8618027060799807,-163,Downregulated,100,5
dnaA,5764,6098,0.08126581483500073,334,Upregulated,100,5
dnaN,3270,3696,0.17667412103061272,426,Upregulated,100,5
recF,909,2547,1.4864467600800875,1638,Upregulated,100,5
gyrB,7976,8286,0.05501041058101118,310,Upregulated,100,5
yidB,364,505,0.4723449374404608,141,Upregulated,100,5
yidA,1879,1853,-0.020102185392789726,-26,Unchanged,100,5
yidX,161,616,1.9358696625802845,455,Upregulated,100,5
dgoK,141,1492,3.4034804678564443,1351,Upregulated,100,5
dgoT,128,2796,4.449148645375437,2668,Upregulated,100,5
cbrA,60,1845,4.94251450533924,1785,Upregulated,100,5
yidR,743,2342,1.656306959962619,1599,Upregulated,100,5
yidQ,507,566,0.15881630582854173,59,Unchanged,100,5
ibpA,1901,1915,0.010585860163767334,14,Unchanged,100,5
ibpB,1602,1879,0.2300909190113455,277,Upregulated,100,5
yidE,1562,3542,1.181169758609935,1980,Upregulated,100,5
yidP,33,1110,5.0719498418790145,1077,Upregulated,100,5
glvC,49,3064,5.966490737809749,3015,Upregulated,100,5
yidL,84,792,3.237039197300849,708,Upregulated,100,5
yidK,33,3442,6.70463726268175,3409,Upregulated,100,5
yidJ,85,2930,5.1072940131719085,2845,Upregulated,100,5
yidI,157,881,2.4883774600287865,724,Upregulated,100,5
yidH,104,569,2.4518451241654895,465,Upregulated,100,5
yidG,69,634,3.199814573361238,565,Upregulated,100,5
yidF,118,977,3.049571702606544,859,Upregulated,100,5
emrD,362,2620,2.8555052093416076,2258,Upregulated,100,5
ivbL,2,1,-1.0,-1,Unchanged,100,5
ilvB,2579,4890,0.923022692050382,2311,Upregulated,100,5
ilvN,261,440,0.7534537169547751,179,Upregulated,100,5
uhpA,1530,1855,0.2778875339281514,325,Upregulated,100,5
uhpB,725,3971,2.4534494606221715,3246,Upregulated,100,5
uhpC,293,2916,3.3150181499046893,2623,Upregulated,100,5
uhpT,121,2792,4.528219988935057,2671,Upregulated,100,5
adeD,284,3768,3.729836130108101,3484,Upregulated,100,5
adeQ,29,2189,6.238075244053374,2160,Upregulated,100,5
yicN,133,757,2.508867054484542,624,Upregulated,100,5
nepI,74,2570,5.1180992784522905,2496,Upregulated,100,5
nlpA,741,1189,0.682203267439822,448,Upregulated,100,5
yicL,776,1500,0.9508339431961156,724,Upregulated,100,5
setC,33,1329,5.3317312699177215,1296,Upregulated,100,5
yicJ,417,2121,2.3466253320858916,1704,Upregulated,100,5
yicI,1128,3650,1.6941293962559485,2522,Upregulated,100,5
yicH,2902,3471,0.25830384576190163,569,Upregulated,100,5
xanP,2237,4150,0.8915460800625307,1913,Upregulated,100,5
gltS,1632,2468,0.5967013371779223,836,Upregulated,100,5
recG,2589,3699,0.514740335223884,1110,Upregulated,100,5
trmH,1288,1093,-0.23683919244271237,-195,Downregulated,100,5
spoT,8066,4697,-0.7801138121480885,-3369,Downregulated,100,5
rpoZ,1832,499,-1.8763077827596835,-1333,Downregulated,100,5
gmk,1941,875,-1.1494451959939727,-1066,Downregulated,100,5
ligB,164,2345,3.837820202784655,2181,Upregulated,100,5
yicG,59,579,3.294776488627395,520,Upregulated,100,5
dinD,187,612,1.7104933828050153,425,Upregulated,100,5
yicC,2695,1634,-0.7218772894941843,-1061,Downregulated,100,5
rph,1482,1167,-0.3447408865984856,-315,Downregulated,100,5
pyrE,218,712,1.7075491061894714,494,Upregulated,100,5
slmA,1552,783,-0.9870443448960871,-769,Downregulated,100,5
dut,2074,802,-1.3707417523583054,-1272,Downregulated,100,5
dfp,1410,2259,0.6799891081069284,849,Upregulated,100,5
yicR,125,535,2.097610796626422,410,Upregulated,100,5
rpmB,4413,578,-2.9326183494753075,-3835,Downregulated,100,5
rpmG,394,33,-3.5776577000979226,-361,Downregulated,100,5
mutM,346,964,1.4782611085932371,618,Upregulated,100,5
coaD,486,455,-0.09508976851972227,-31,Unchanged,100,5
waaA,1954,1881,-0.0549306184451902,-73,Unchanged,100,5
waaQ,1321,1036,-0.3506064635602737,-285,Downregulated,100,5
waaG,1122,1171,0.06166839989242229,49,Unchanged,100,5
waaP,522,600,0.2009126939259963,78,Unchanged,100,5
waaS,596,124,-2.2649722100752863,-472,Downregulated,100,5
waaB,819,655,-0.3223685452161959,-164,Downregulated,100,5
waaO,758,478,-0.6651872301903431,-280,Downregulated,100,5
waaJ,573,241,-1.2495019925269433,-332,Downregulated,100,5
waaY,324,199,-0.703225382340976,-125,Downregulated,100,5
waaZ,462,191,-1.2743202133803089,-271,Downregulated,100,5
waaU,601,230,-1.3857311297668102,-371,Downregulated,100,5
waaL,965,267,-1.8536892004678887,-698,Downregulated,100,5
waaC,1000,1429,0.5150059164337295,429,Upregulated,100,5
waaF,2318,1918,-0.273277845988341,-400,Downregulated,100,5
rfaD,5066,2415,-1.0688238879893655,-2651,Downregulated,100,5
htrL,436,534,0.29251160691062766,98,Unchanged,100,5
kbl,2767,2368,-0.2246535629810049,-399,Downregulated,100,5
tdh,2485,1837,-0.43589422533829897,-648,Downregulated,100,5
waaH,48,1252,4.705056346211462,1204,Upregulated,100,5
yibQ,874,1777,1.02373849652808,903,Upregulated,100,5
envC,2596,2798,0.10810557916561489,202,Upregulated,100,5
gpmM,25148,9653,-1.3813943842068739,-15495,Downregulated,100,5
yibN,1884,721,-1.3857278003719606,-1163,Downregulated,100,5
grxC,501,377,-0.4102460799265441,-124,Downregulated,100,5
secB,4683,1272,-1.8803343674147095,-3411,Downregulated,100,5
gpsA,6796,3582,-0.9239205151982594,-3214,Downregulated,100,5
cysE,2197,2354,0.09957945061516768,157,Upregulated,100,5
trmL,404,793,0.9729655729521837,389,Upregulated,100,5
lldD,149,2275,3.9324823095112595,2126,Upregulated,100,5
lldR,36,1328,5.205114429904612,1292,Upregulated,100,5
lldP,71,2903,5.35358173712198,2832,Upregulated,100,5
yibL,587,565,-0.05510963580750217,-22,Unchanged,100,5
mtlR,485,1057,1.123918724308193,572,Upregulated,100,5
mtlD,2605,3431,0.39734575339178413,826,Upregulated,100,5
mtlA,2167,4386,1.0172066585799198,2219,Upregulated,100,5
yibI,10,368,5.20163386116965,358,Upregulated,100,5
yibH,98,2041,4.380350622917511,1943,Upregulated,100,5
yibG,16,49,1.6147098441152081,33,Unchanged,100,5
yibJ,130,1063,3.03155806850265,933,Upregulated,100,5
yibA,450,424,-0.08586073665383794,-26,Unchanged,100,5
rhsA,366,10019,4.774751061072336,9653,Upregulated,100,5
yibF,208,1199,2.5271762252731316,991,Upregulated,100,5
selA,1966,3509,0.835796626061586,1543,Upregulated,100,5
selB,3610,4915,0.4451925794534096,1305,Upregulated,100,5
yiaY,28,1916,6.096526923678576,1888,Upregulated,100,5
aldB,438,3256,2.8940979246650738,2818,Upregulated,100,5
yiaW,9,268,4.89616418901546,259,Upregulated,100,5
yiaV,35,2012,5.845131572860561,1977,Upregulated,100,5
yiaU,248,1570,2.6623525333921143,1322,Upregulated,100,5
yiaT,41,1021,4.638215146259718,980,Upregulated,100,5
sgbE,76,1240,4.028196891830652,1164,Upregulated,100,5
sgbU,34,1839,5.7572429231615985,1805,Upregulated,100,5
sgbH,30,1274,5.408258966647782,1244,Upregulated,100,5
lyxK,57,3738,6.035160839580416,3681,Upregulated,100,5
yiaO,19,1897,6.64157644996789,1878,Upregulated,100,5
yiaN,5,1823,8.510170751151772,1818,Upregulated,100,5
yiaM,4,369,6.527477006060396,365,Upregulated,100,5
yiaL,4,501,6.968666793195208,497,Upregulated,100,5
yiaK,31,1747,5.816467582529884,1716,Upregulated,100,5
plaR,1332,1498,0.1694435413874888,166,Upregulated,100,5
ysaA,128,592,2.2094533656289497,464,Upregulated,100,5
avtA,4799,3973,-0.27250501962809504,-826,Downregulated,100,5
malS,638,3422,2.423211430724544,2784,Upregulated,100,5
bax,3282,3500,0.09277968320597837,218,Upregulated,100,5
xylR,869,1948,1.1645655952679421,1079,Upregulated,100,5
xylH,947,2923,1.6260134983376677,1976,Upregulated,100,5
xylG,1210,3135,1.3734583955274444,1925,Upregulated,100,5
xylF,2117,3345,0.659984941521234,1228,Upregulated,100,5
xylA,13390,26193,0.9680253467260126,12803,Upregulated,100,5
xylB,2209,6519,1.5612572565471643,4310,Upregulated,100,5
yiaB,29,203,2.807354922057604,174,Upregulated,100,5
yiaA,38,225,2.5658536777734517,187,Upregulated,100,5
wecH,152,1242,3.0305219447768956,1090,Upregulated,100,5
glyQ,3658,2820,-0.37535991246256056,-838,Downregulated,100,5
glyS,11607,7367,-0.6558459868776659,-4240,Downregulated,100,5
insK,34,542,3.994686200103532,508,Upregulated,100,5
insJ,54,442,3.033015057227963,388,Upregulated,100,5
cspA,215,104,-1.0477531314483681,-111,Downregulated,100,5
yiaG,504,202,-1.3190684407481217,-302,Downregulated,100,5
yiaF,4325,1494,-1.5335199846222123,-2831,Downregulated,100,5
ghrB,4650,2724,-0.7715040128706849,-1926,Downregulated,100,5
yiaD,712,957,0.4266416835196278,245,Upregulated,100,5
bisC,2467,4695,0.9283674422410138,2228,Upregulated,100,5
yiaC,184,610,1.7291034763932356,426,Upregulated,100,5
tag,423,891,1.074767768401972,468,Upregulated,100,5
yhjY,306,945,1.6267826764157833,639,Upregulated,100,5
yhjX,239,2161,3.1766165488787586,1922,Upregulated,100,5
eptB,570,3013,2.4021668485423593,2443,Upregulated,100,5
dppA,43323,15745,-1.4602393916424727,-27578,Downregulated,100,5
dppB,4233,3361,-0.33278994601041856,-872,Downregulated,100,5
dppC,3717,2966,-0.32562009040712725,-751,Downregulated,100,5
dppD,4792,3524,-0.44341398386837216,-1268,Downregulated,100,5
dppF,5587,3683,-0.6011924230542905,-1904,Downregulated,100,5
yhjV,149,2135,3.8408518340456914,1986,Upregulated,100,5
bcsG,551,3352,2.604897925128194,2801,Upregulated,100,5
bcsF,22,87,1.983511877211431,65,Unchanged,100,5
bcsE,1412,3250,1.2026996295319987,1838,Upregulated,100,5
yhjR,8,50,2.643856189774725,42,Unchanged,100,5
bcsQ,98,1274,3.700439718141092,1176,Upregulated,100,5
bcsA,220,6265,4.831739080684563,6045,Upregulated,100,5
bcsB,286,5746,4.328470940754134,5460,Upregulated,100,5
bcsZ,122,2522,4.369615222765334,2400,Upregulated,100,5
bcsC,901,9157,3.3452760114038442,8256,Upregulated,100,5
pdeK,1176,4903,2.0597767014493207,3727,Upregulated,100,5
dctA,854,3817,2.1601312115950675,2963,Upregulated,100,5
yhjJ,1582,3047,0.9456399002136937,1465,Upregulated,100,5
kdgK,2716,2589,-0.06908851434462052,-127,Downregulated,100,5
pdeH,154,1466,3.2508828474389104,1312,Upregulated,100,5
yhjG,561,4057,2.85434062659748,3496,Upregulated,100,5
yhjE,679,3384,2.3172460888752178,2705,Upregulated,100,5
yhjD,1063,1813,0.7702373282130534,750,Upregulated,100,5
rcdB,615,1504,1.2901462514510351,889,Upregulated,100,5
yhjB,72,636,3.142957953842043,564,Upregulated,100,5
treF,1655,3234,0.9664884617790815,1579,Upregulated,100,5
ccp,626,2106,1.7502708740930986,1480,Upregulated,100,5
gadA,84374,2314,-5.188337728783573,-82060,Downregulated,100,5
gadX,7380,635,-3.5387923192882305,-6745,Downregulated,100,5
gadW,1920,597,-1.6853034743437136,-1323,Downregulated,100,5
mdtF,23634,5264,-2.1666324285999576,-18370,Downregulated,100,5
mdtE,10863,1846,-2.5569481245515595,-9017,Downregulated,100,5
gadE,8655,52,-7.378878386112909,-8603,Downregulated,100,5
hdeD,19860,681,-4.866067014403665,-19179,Downregulated,100,5
hdeA,47430,300,-7.304693557471008,-47130,Downregulated,100,5
hdeB,21226,176,-6.914113284587107,-21050,Downregulated,100,5
yhiD,1758,442,-1.9918167957519726,-1316,Downregulated,100,5
dctR,778,294,-1.4039540001498274,-484,Downregulated,100,5
slp,18758,480,-5.288327798153594,-18278,Downregulated,100,5
insH11,2861,6302,1.1392902566943568,3441,Upregulated,100,5
yhiS,30,1163,5.276744785864699,1133,Upregulated,100,5
arsC,73,546,2.9029325820398353,473,Upregulated,100,5
arsB,114,2219,4.28280393803227,2105,Upregulated,100,5
arsR,52,495,3.25084499682588,443,Upregulated,100,5
gor,3774,2762,-0.4503811033423945,-1012,Downregulated,100,5
rlmJ,707,1402,0.9877042292012244,695,Upregulated,100,5
prlC,5483,5545,0.01622198675227321,62,Unchanged,100,5
rsmJ,413,1425,1.786748232520021,1012,Upregulated,100,5
dtpB,380,2238,2.5581387126454462,1858,Upregulated,100,5
uspA,13688,2505,-2.4500291564068424,-11183,Downregulated,100,5
uspB,357,352,-0.020348645391802367,-5,Unchanged,100,5
pitA,5346,3507,-0.6082224069902658,-1839,Downregulated,100,5
yhiN,643,2561,1.993816610269521,1918,Upregulated,100,5
yhiM,3659,1478,-1.3078031461929363,-2181,Downregulated,100,5
yhiJ,177,922,2.3810173903463405,745,Upregulated,100,5
yhiI,3338,4509,0.433823555274922,1171,Upregulated,100,5
rbbA,5282,9113,0.7868417659846224,3831,Upregulated,100,5
yhhJ,1056,3283,1.6364049152145272,2227,Upregulated,100,5
yhhI,45,1287,4.837943241891027,1242,Upregulated,100,5
yhhH,12,43,1.8413022539809418,31,Unchanged,100,5
rhsB,323,9201,4.832184597294251,8878,Upregulated,100,5
nikR,249,865,1.7965543904560062,616,Upregulated,100,5
nikE,172,2038,3.566673581463716,1866,Upregulated,100,5
nikD,159,1933,3.6037429669268803,1774,Upregulated,100,5
nikC,118,2243,4.248570855724431,2125,Upregulated,100,5
nikB,152,2281,3.907523217868552,2129,Upregulated,100,5
nikA,585,4397,2.9100110027418804,3812,Upregulated,100,5
acpT,303,1152,1.9267510179693614,849,Upregulated,100,5
yhhT,245,2363,3.269765974971276,2118,Upregulated,100,5
yhhS,753,3765,2.321928094887362,3012,Upregulated,100,5
dcrB,2236,1765,-0.3412520046846474,-471,Downregulated,100,5
yhhQ,321,1525,2.248164040215308,1204,Upregulated,100,5
tusA,421,386,-0.12521938579831574,-35,Unchanged,100,5
zntA,3321,8642,1.3797475080870254,5321,Upregulated,100,5
yhhN,1888,1916,0.021238796374339088,28,Unchanged,100,5
yhhM,339,570,0.7496766459157601,231,Upregulated,100,5
yhhL,50,302,2.594548549550354,252,Upregulated,100,5
rsmD,412,1156,1.4884251553174606,744,Upregulated,100,5
ftsY,2698,5500,1.0275412703511169,2802,Upregulated,100,5
ftsE,1354,2543,0.9093037231151095,1189,Upregulated,100,5
ftsX,2279,3607,0.6623984985222731,1328,Upregulated,100,5
rpoH,8677,7277,-0.2538525184568444,-1400,Downregulated,100,5
livJ,931,5040,2.436570660828485,4109,Upregulated,100,5
panZ,261,666,1.3514723705013778,405,Upregulated,100,5
livK,1281,3323,1.375215817350385,2042,Upregulated,100,5
livH,460,2082,2.178264302355042,1622,Upregulated,100,5
livM,750,3537,2.2375637183176758,2787,Upregulated,100,5
livG,384,1971,2.3597495603223297,1587,Upregulated,100,5
livF,367,1917,2.3849983688249377,1550,Upregulated,100,5
ugpB,66,3358,5.668992395578576,3292,Upregulated,100,5
ugpA,14,1800,7.006426269159433,1786,Upregulated,100,5
ugpE,16,1914,6.902375114486025,1898,Upregulated,100,5
ugpC,224,3157,3.816983623255381,2933,Upregulated,100,5
ugpQ,405,1696,2.0661423567912123,1291,Upregulated,100,5
yhhA,691,681,-0.02103091237618736,-10,Unchanged,100,5
ggt,726,4134,2.5094969354296968,3408,Upregulated,100,5
yrhB,29,196,2.756728848987636,167,Upregulated,100,5
insB6,27,582,4.429987840744816,555,Upregulated,100,5
insA6,19,138,2.8605969433345835,119,Upregulated,100,5
yrhA,64,1403,4.454299293619899,1339,Upregulated,100,5
yhhZ,7,378,5.754887502163468,371,Upregulated,100,5
yhhY,429,721,0.7490216117412769,292,Upregulated,100,5
yhhX,2696,2337,-0.20616276239903314,-359,Downregulated,100,5
yhhW,680,1364,1.0042369928864707,684,Upregulated,100,5
gntR,1344,2156,0.6818240399737453,812,Upregulated,100,5
gntK,215,998,2.2147031557478,783,Upregulated,100,5
yhgN,306,1086,1.8274205451117096,780,Upregulated,100,5
asd,23151,4703,-2.299421274271237,-18448,Downregulated,100,5
glgB,28851,8488,-1.7651247633993101,-20363,Downregulated,100,5
glgX,13428,6106,-1.13694494749077,-7322,Downregulated,100,5
glgC,8727,4002,-1.1247646299157215,-4725,Downregulated,100,5
glgA,10568,4664,-1.1800626780463312,-5904,Downregulated,100,5
glgP,16457,6670,-1.3029426996386781,-9787,Downregulated,100,5
yzgL,47,115,1.2909011992667379,68,Unchanged,100,5
glpD,30707,17890,-0.7794141839751701,-12817,Downregulated,100,5
glpE,324,612,0.9175378398080271,288,Upregulated,100,5
glpG,1232,2371,0.9444934067871066,1139,Upregulated,100,5
glpR,657,2284,1.7975973750405132,1627,Upregulated,100,5
rtcR,143,4617,5.0128686802709765,4474,Upregulated,100,5
rtcB,370,3291,3.152928850608037,2921,Upregulated,100,5
malT,10083,14588,0.5328571563069545,4505,Upregulated,100,5
malP,5521,6437,0.22145886771777157,916,Upregulated,100,5
malQ,4684,5326,0.18531135270939908,642,Upregulated,100,5
gntT,1015,3421,1.7529383766953612,2406,Upregulated,100,5
nfuA,2759,1924,-0.520036657583231,-835,Downregulated,100,5
yhgH,629,1596,1.3433287293430567,967,Upregulated,100,5
bioH,668,1764,1.4009305530834684,1096,Upregulated,100,5
rpnA,177,1433,3.0172173441791483,1256,Upregulated,100,5
feoC,56,215,1.9408379275318561,159,Upregulated,100,5
feoB,2414,5919,1.2939277806896936,3505,Upregulated,100,5
feoA,72,142,0.9798221180623697,70,Unchanged,100,5
yhgF,6540,7440,0.18601198560994894,900,Upregulated,100,5
greB,449,909,1.01756484945296,460,Upregulated,100,5
ompR,1923,2016,0.06813687616001932,93,Unchanged,100,5
envZ,1475,3630,1.299254593746547,2155,Upregulated,100,5
pck,8165,6843,-0.25482393841576373,-1322,Downregulated,100,5
yhgE,711,2977,2.065937756618621,2266,Upregulated,100,5
hslO,1596,2535,0.667525095668357,939,Upregulated,100,5
hslR,435,945,1.1192989283723445,510,Upregulated,100,5
yrfG,707,1153,0.705610392842373,446,Upregulated,100,5
igaA,1772,5675,1.6792417885106214,3903,Upregulated,100,5
nudE,580,1060,0.8699394594356271,480,Upregulated,100,5
mrcA,1704,6041,1.8258620510107209,4337,Upregulated,100,5
hofM,105,1517,3.852759852580911,1412,Upregulated,100,5
hofN,39,875,4.487736987857443,836,Upregulated,100,5
hofO,34,698,4.359620384959313,664,Upregulated,100,5
hofP,36,553,3.9412106687923947,517,Upregulated,100,5
hofQ,161,2253,3.806714720120811,2092,Upregulated,100,5
aroK,3467,1619,-1.0985848509002676,-1848,Downregulated,100,5
aroB,5938,3294,-0.8501365382603008,-2644,Downregulated,100,5
damX,6548,4044,-0.6952713245711387,-2504,Downregulated,100,5
dam,905,1159,0.3568908690359041,254,Upregulated,100,5
rpe,2973,1410,-1.0762243006214884,-1563,Downregulated,100,5
gph,2327,1466,-0.6665861072715368,-861,Downregulated,100,5
trpS,5478,2391,-1.1960351359937502,-3087,Downregulated,100,5
yhfZ,213,1677,2.976957353338508,1464,Upregulated,100,5
yhfY,42,335,2.9956998625663744,293,Upregulated,100,5
yhfX,59,2288,5.277228287416548,2229,Upregulated,100,5
yhfW,50,2553,5.674121632632394,2503,Upregulated,100,5
php,52,1707,5.036807624886646,1655,Upregulated,100,5
yhfU,23,377,4.034858757211651,354,Upregulated,100,5
yhfT,140,3035,4.438197784198078,2895,Upregulated,100,5
yhfS,110,2446,4.474848975002727,2336,Upregulated,100,5
frlR,517,1397,1.4340958350945283,880,Upregulated,100,5
frlD,136,1943,3.8366073443350053,1807,Upregulated,100,5
frlB,61,1723,4.819969648662062,1662,Upregulated,100,5
frlA,19,2478,7.027032958697016,2459,Upregulated,100,5
yhfL,5,10,1.0,5,Unchanged,100,5
cysG,1554,2510,0.6917008604304243,956,Upregulated,100,5
nirC,657,1034,0.6542709099926051,377,Upregulated,100,5
nirD,656,394,-0.7355001851617075,-262,Downregulated,100,5
nirB,10239,5867,-0.8033799231486566,-4372,Downregulated,100,5
tsgA,224,1621,2.8553134534599374,1397,Upregulated,100,5
ppiA,1448,1023,-0.5012554573378766,-425,Downregulated,100,5
yhfG,38,34,-0.1604646721932461,-4,Unchanged,100,5
fic,842,660,-0.3513542088205804,-182,Downregulated,100,5
pabA,146,719,2.300023401559281,573,Upregulated,100,5
argD,1848,6525,1.8200131449285517,4677,Upregulated,100,5
yhfK,1403,2709,0.9492453845821154,1306,Upregulated,100,5
crp,6168,1746,-1.8207492062855943,-4422,Downregulated,100,5
yhfA,1356,527,-1.3634823114991292,-829,Downregulated,100,5
prkB,1319,1280,-0.043300754364182376,-39,Unchanged,100,5
yheU,93,68,-0.45169596985769195,-25,Unchanged,100,5
yheT,1403,1497,0.0935592124385177,94,Unchanged,100,5
yheS,3561,3585,0.009690683226204215,24,Unchanged,100,5
kefG,71,510,2.844606317354176,439,Upregulated,100,5
kefB,229,2317,3.338838540767878,2088,Upregulated,100,5
slyD,10267,2496,-2.040324850873917,-7771,Downregulated,100,5
slyX,499,96,-2.3779335046161045,-403,Downregulated,100,5
fkpA,5129,1554,-1.7226910675696074,-3575,Downregulated,100,5
yheO,2832,1316,-1.1056617763477559,-1516,Downregulated,100,5
tusD,1063,721,-0.5600704322902822,-342,Downregulated,100,5
